id,DistSim,GranSim,LevSim
90160,0.00,0.20,0.21
90161,0.00,0.40,0.18
90162,0.00,0.40,0.28
90163,0.00,0.40,0.33
90164,0.00,0.50,0.33
90165,0.00,0.40,0.33
90166,0.00,0.20,0.36
90167,0.00,0.20,0.33
90168,0.00,0.50,0.33
90169,0.00,0.20,0.33
90170,0.00,0.20,0.31
90171,0.00,0.20,0.26
90172,0.00,0.50,0.20
90173,0.00,0.20,0.33
90174,0.00,0.20,0.30
90175,0.00,0.20,0.40
90176,0.00,0.25,0.16
90177,0.00,0.25,0.16
90178,0.00,0.20,0.00
90179,0.00,0.20,0.33
90180,0.00,0.20,0.33
90181,0.00,0.20,0.50
90182,0.00,0.20,0.33
90183,0.00,0.20,0.44
90184,0.00,0.20,0.10
90185,0.00,0.20,0.16
90186,0.00,0.20,0.46
90187,0.00,0.20,0.30
90188,0.00,0.20,0.35
90189,0.00,0.20,0.28
90190,0.00,0.40,0.20
90191,0.00,0.50,0.36
90192,0.00,0.20,0.28
90193,0.84,0.80,1.00
90194,0.00,0.60,0.40
90195,0.00,0.60,0.28
90196,0.00,0.20,0.29
90197,0.00,0.20,0.28
90198,0.00,0.20,0.20
90199,0.00,0.20,0.20
90200,0.00,0.20,0.33
90201,0.00,0.20,0.20
90202,0.00,0.20,0.12
90203,0.00,0.20,0.37
90204,0.00,0.20,0.28
90205,0.00,0.20,0.29
90206,0.00,0.33,0.16
90207,0.00,0.20,0.20
90208,0.00,0.20,0.16
90209,0.00,0.25,0.26
90210,0.00,0.20,0.28
90211,0.00,0.20,0.20
90212,0.00,0.25,0.32
90213,0.00,0.20,0.24
90214,0.00,0.20,0.26
90215,0.00,0.20,0.13
90216,0.00,0.20,0.17
90217,0.00,0.20,0.26
90218,0.00,0.20,0.06
90219,0.00,0.20,0.16
90220,0.00,0.20,0.32
90221,0.00,0.20,0.33
90222,0.00,0.40,0.12
90223,0.00,0.20,0.27
90224,0.00,0.20,0.20
90225,0.00,0.20,0.33
90226,0.00,0.20,0.16
90227,0.00,0.20,0.26
90228,0.00,0.20,0.20
90229,0.00,0.20,0.08
90230,0.00,0.20,0.40
90231,0.00,0.20,0.25
90232,0.00,0.20,0.25
90233,0.00,0.20,0.32
90234,0.00,0.20,0.15
90235,0.00,0.20,0.20
90236,0.00,0.20,0.13
90237,0.00,0.20,0.20
90238,0.00,0.20,0.28
90239,0.00,0.40,0.25
90240,0.00,0.40,0.13
90241,0.00,0.40,0.23
90242,0.00,0.50,0.22
90243,0.00,0.40,0.35
90244,0.00,0.20,0.20
90245,0.00,0.20,0.28
90246,0.00,0.50,0.24
90247,0.00,0.20,0.08
90248,0.00,0.20,0.29
90249,0.00,0.20,0.18
90250,0.00,0.50,0.13
90251,0.00,0.20,0.25
90252,0.00,0.20,0.16
90253,0.00,0.20,0.32
90254,0.00,0.25,0.20
90255,0.00,0.25,0.20
90256,0.00,0.20,0.08
90257,0.00,0.20,0.25
90258,0.00,0.20,0.29
90259,0.00,0.20,0.24
90260,0.00,0.20,0.21
90261,0.00,0.20,0.24
90262,0.00,0.20,0.04
90263,0.00,0.20,0.16
90264,0.00,0.20,0.20
90265,0.00,0.20,0.13
90266,0.00,0.20,0.20
90267,0.00,0.20,0.08
90268,0.00,0.40,0.20
90269,0.00,0.50,0.28
90270,0.00,0.20,0.26
90271,0.00,0.60,0.29
90272,0.72,0.60,0.33
90273,0.02,0.60,0.38
90274,0.00,0.20,0.36
90275,0.00,0.20,0.18
90276,0.00,0.20,0.18
90277,0.00,0.20,0.18
90278,0.00,0.20,0.30
90279,0.00,0.20,0.15
90280,0.00,0.20,0.18
90281,0.00,0.20,0.27
90282,0.00,0.20,0.30
90283,0.00,0.20,0.27
90284,0.00,0.33,0.23
90285,0.00,0.20,0.12
90286,0.00,0.20,0.27
90287,0.00,0.25,0.33
90288,0.00,0.20,0.17
90289,0.00,0.20,0.18
90290,0.00,0.25,0.28
90291,0.00,0.20,0.18
90292,0.00,0.20,0.18
90293,0.00,0.20,0.12
90294,0.00,0.20,0.17
90295,0.00,0.20,0.23
90296,0.00,0.20,0.12
90297,0.00,0.20,0.12
90298,0.00,0.20,0.31
90299,0.00,0.20,0.38
90300,0.00,0.40,0.06
90301,0.00,0.20,0.22
90302,0.00,0.20,0.09
90303,0.00,0.20,0.30
90304,0.00,0.20,0.11
90305,0.00,0.20,0.19
90306,0.00,0.20,0.30
90307,0.00,0.20,0.00
90308,0.00,0.20,0.38
90309,0.00,0.20,0.18
90310,0.00,0.20,0.18
90311,0.00,0.20,0.25
90312,0.00,0.20,0.20
90313,0.00,0.20,0.17
90314,0.00,0.20,0.11
90315,0.00,0.20,0.25
90316,0.00,0.20,0.12
90317,0.00,0.40,0.16
90318,0.00,0.40,0.18
90319,0.00,0.40,0.18
90320,0.00,0.50,0.22
90321,0.00,0.40,0.27
90322,0.00,0.20,0.23
90323,0.00,0.20,0.23
90324,0.00,0.50,0.22
90325,0.00,0.20,0.07
90326,0.00,0.20,0.26
90327,0.00,0.20,0.15
90328,0.00,0.50,0.18
90329,0.00,0.20,0.30
90330,0.00,0.20,0.25
90331,0.00,0.20,0.22
90332,0.00,0.25,0.13
90333,0.00,0.25,0.13
90334,0.00,0.20,0.09
90335,0.00,0.20,0.15
90336,0.00,0.20,0.27
90337,0.00,0.20,0.16
90338,0.00,0.20,0.18
90339,0.00,0.20,0.37
90340,0.00,0.20,0.00
90341,0.00,0.20,0.16
90342,0.00,0.20,0.26
90343,0.00,0.20,0.30
90344,0.00,0.20,0.20
90345,0.00,0.20,0.00
90346,0.00,0.40,0.30
90347,0.00,0.50,0.23
90348,0.00,0.20,0.28
90349,0.00,0.60,0.25
90350,0.00,0.60,0.31
90351,0.00,0.60,0.21
90352,0.00,0.20,0.37
90353,0.00,0.20,0.50
90354,0.00,0.20,0.37
90355,0.00,0.20,0.33
90356,0.00,0.20,0.33
90357,0.00,0.20,0.27
90358,0.00,0.20,0.12
90359,0.00,0.20,0.28
90360,0.00,0.20,0.36
90361,0.00,0.20,0.41
90362,0.00,0.33,0.15
90363,0.00,0.20,0.40
90364,0.00,0.20,0.11
90365,0.00,0.25,0.50
90366,0.00,0.20,0.26
90367,0.00,0.20,0.33
90368,0.00,0.25,0.37
90369,0.00,0.20,0.10
90370,0.00,0.20,0.33
90371,0.00,0.20,0.33
90372,0.00,0.20,0.30
90373,0.00,0.20,0.55
90374,0.00,0.20,0.16
90375,0.00,0.20,0.23
90376,0.00,0.20,0.40
90377,0.00,0.20,0.41
90378,0.00,0.40,0.40
90379,0.00,0.20,0.33
90380,0.00,0.20,0.30
90381,0.00,0.20,0.35
90382,0.00,0.20,0.05
90383,0.00,0.20,0.33
90384,0.00,0.20,0.42
90385,0.00,0.20,0.20
90386,0.00,0.20,0.30
90387,0.00,0.20,0.28
90388,0.00,0.20,0.28
90389,0.00,0.20,0.25
90390,0.00,0.20,0.41
90391,0.00,0.20,0.25
90392,0.00,0.20,0.07
90393,0.00,0.20,0.40
90394,0.00,0.20,0.25
90395,0.00,0.40,0.33
90396,0.00,0.40,0.33
90397,0.00,0.40,0.40
90398,0.00,0.50,0.25
90399,0.00,0.40,0.29
90400,0.00,0.20,0.27
90401,0.00,0.20,0.50
90402,0.00,0.50,0.33
90403,0.00,0.20,0.11
90404,0.00,0.20,0.25
90405,0.00,0.20,0.22
90406,0.00,0.50,0.25
90407,0.00,0.20,0.33
90408,0.00,0.20,0.30
90409,0.00,0.20,0.66
90410,0.00,0.25,0.26
90411,0.00,0.25,0.26
90412,0.00,0.20,0.16
90413,0.00,0.20,0.27
90414,0.00,0.20,0.33
90415,0.00,0.20,0.41
90416,0.00,0.20,0.33
90417,0.00,0.20,0.33
90418,0.00,0.20,0.10
90419,0.00,0.20,0.11
90420,0.00,0.20,0.23
90421,0.00,0.20,0.20
90422,0.00,0.20,0.26
90423,0.00,0.20,0.42
90424,0.00,0.40,0.30
90425,0.00,0.50,0.36
90426,0.00,0.20,0.37
90427,0.00,0.60,0.40
90428,0.84,0.80,1.00
90429,0.00,0.60,0.30
90430,0.00,0.20,0.33
90431,0.00,0.20,0.25
90432,0.00,0.20,0.21
90433,0.00,0.20,0.27
90434,0.00,0.20,0.30
90435,0.00,0.20,0.26
90436,0.00,0.20,0.12
90437,0.00,0.20,0.26
90438,0.00,0.20,0.33
90439,0.00,0.20,0.33
90440,0.00,0.33,0.15
90441,0.00,0.20,0.16
90442,0.00,0.20,0.11
90443,0.00,0.25,0.25
90444,0.00,0.20,0.21
90445,0.00,0.20,0.21
90446,0.00,0.25,0.33
90447,0.00,0.20,0.20
90448,0.00,0.20,0.30
90449,0.00,0.20,0.07
90450,0.00,0.20,0.26
90451,0.00,0.20,0.33
90452,0.00,0.20,0.11
90453,0.00,0.20,0.12
90454,0.00,0.20,0.31
90455,0.00,0.20,0.28
90456,0.00,0.40,0.13
90457,0.00,0.20,0.28
90458,0.00,0.20,0.20
90459,0.00,0.20,0.23
90460,0.00,0.20,0.11
90461,0.00,0.20,0.21
90462,0.00,0.20,0.37
90463,0.00,0.20,0.00
90464,0.00,0.20,0.30
90465,0.00,0.20,0.31
90466,0.00,0.20,0.31
90467,0.00,0.20,0.25
90468,0.00,0.20,0.30
90469,0.00,0.20,0.17
90470,0.00,0.20,0.13
90471,0.00,0.20,0.33
90472,0.00,0.20,0.21
90473,0.00,0.40,0.16
90474,0.00,0.40,0.37
90475,0.00,0.40,0.25
90476,0.00,0.50,0.22
90477,0.00,0.40,0.30
90478,0.00,0.20,0.20
90479,0.00,0.20,0.27
90480,0.00,0.50,0.27
90481,0.00,0.20,0.14
90482,0.00,0.20,0.25
90483,0.00,0.20,0.26
90484,0.00,0.50,0.22
90485,0.00,0.20,0.38
90486,0.00,0.20,0.15
90487,0.00,0.20,0.24
90488,0.00,0.25,0.33
90489,0.00,0.25,0.33
90490,0.00,0.20,0.12
90491,0.00,0.20,0.16
90492,0.00,0.20,0.25
90493,0.00,0.20,0.41
90494,0.00,0.20,0.28
90495,0.00,0.20,0.45
90496,0.00,0.20,0.00
90497,0.00,0.20,0.27
90498,0.00,0.20,0.23
90499,0.00,0.20,0.28
90500,0.00,0.20,0.28
90501,0.00,0.20,0.12
90502,0.00,0.40,0.21
90503,0.00,0.50,0.28
90504,0.00,0.20,0.30
90505,0.00,0.60,0.29
90506,0.00,0.60,0.26
90507,0.00,0.60,0.30
90508,0.00,0.20,0.41
90509,0.00,0.20,0.23
90510,0.00,0.20,0.33
90511,0.00,0.20,0.37
90512,0.00,0.20,0.46
90513,0.00,0.20,0.30
90514,0.00,0.20,0.12
90515,0.00,0.20,0.27
90516,0.00,0.20,0.33
90517,0.00,0.20,0.25
90518,0.00,0.33,0.13
90519,0.00,0.20,0.33
90520,0.00,0.20,0.44
90521,0.00,0.25,0.23
90522,0.00,0.20,0.24
90523,0.00,0.20,0.46
90524,0.00,0.25,0.29
90525,0.00,0.20,0.20
90526,0.00,0.20,0.13
90527,0.00,0.20,0.13
90528,0.00,0.20,0.21
90529,0.00,0.20,0.25
90530,0.00,0.20,0.22
90531,0.00,0.20,0.12
90532,0.00,0.20,0.24
90533,0.00,0.20,0.33
90534,0.00,0.40,0.13
90535,0.00,0.20,0.25
90536,0.00,0.20,0.13
90537,0.00,0.20,0.29
90538,0.00,0.20,0.11
90539,0.00,0.20,0.25
90540,0.00,0.20,0.53
90541,0.00,0.20,0.33
90542,0.00,0.20,0.33
90543,0.00,0.20,0.33
90544,0.00,0.20,0.33
90545,0.00,0.20,0.28
90546,0.00,0.20,0.15
90547,0.00,0.20,0.24
90548,0.00,0.20,0.09
90549,0.00,0.20,0.22
90550,0.00,0.20,0.10
90551,0.00,0.40,0.33
90552,0.00,0.40,0.26
90553,0.00,0.40,0.33
90554,0.00,0.50,0.16
90555,0.00,0.40,0.35
90556,0.00,0.20,0.13
90557,0.00,0.20,0.44
90558,0.00,0.50,0.27
90559,0.00,0.20,0.06
90560,0.00,0.20,0.22
90561,0.00,0.20,0.26
90562,0.00,0.50,0.25
90563,0.00,0.20,0.22
90564,0.00,0.20,0.25
90565,0.00,0.20,0.25
90566,0.00,0.25,0.20
90567,0.00,0.25,0.20
90568,0.00,0.20,0.12
90569,0.00,0.20,0.27
90570,0.00,0.20,0.25
90571,0.00,0.20,0.40
90572,0.00,0.20,0.25
90573,0.00,0.20,0.26
90574,0.00,0.20,0.00
90575,0.00,0.20,0.11
90576,0.00,0.20,0.46
90577,0.00,0.20,0.10
90578,0.00,0.20,0.21
90579,0.00,0.20,0.13
90580,0.00,0.40,0.23
90581,0.00,0.50,0.27
90582,0.00,0.20,0.44
90583,0.00,0.60,0.29
90584,0.01,0.60,0.33
90585,0.00,0.60,0.35
90586,0.00,0.20,0.44
90587,0.00,0.20,0.33
90588,0.00,0.20,0.28
90589,0.00,0.20,0.28
90590,0.00,0.20,0.46
90591,0.00,0.20,0.27
90592,0.00,0.20,0.12
90593,0.00,0.20,0.33
90594,0.00,0.20,0.33
90595,0.00,0.20,0.60
90596,0.00,0.33,0.30
90597,0.00,0.20,0.33
90598,0.00,0.20,0.11
90599,0.00,0.25,0.42
90600,0.00,0.20,0.24
90601,0.00,0.20,0.53
90602,0.00,0.25,0.38
90603,0.00,0.20,0.00
90604,0.00,0.20,0.30
90605,0.00,0.20,0.25
90606,0.00,0.20,0.26
90607,0.00,0.20,0.40
90608,0.00,0.20,0.33
90609,0.00,0.20,0.17
90610,0.00,0.20,0.22
90611,0.00,0.20,0.50
90612,0.00,0.40,0.40
90613,0.00,0.20,0.33
90614,0.00,0.20,0.40
90615,0.00,0.20,0.30
90616,0.00,0.20,0.05
90617,0.00,0.20,0.33
90618,0.00,0.20,0.53
90619,0.00,0.20,0.40
90620,0.00,0.20,0.37
90621,0.00,0.20,0.25
90622,0.00,0.20,0.25
90623,0.00,0.20,0.25
90624,0.00,0.20,0.25
90625,0.00,0.20,0.24
90626,0.00,0.20,0.05
90627,0.00,0.20,0.25
90628,0.00,0.20,0.20
90629,0.00,0.40,0.17
90630,0.00,0.40,0.42
90631,0.00,0.40,0.28
90632,0.00,0.50,0.25
90633,0.00,0.40,0.25
90634,0.00,0.20,0.30
90635,0.00,0.20,0.42
90636,0.00,0.50,0.38
90637,0.00,0.20,0.22
90638,0.00,0.20,0.25
90639,0.00,0.20,0.22
90640,0.00,0.50,0.33
90641,0.00,0.20,0.61
90642,0.00,0.20,0.33
90643,0.00,0.20,0.33
90644,0.00,0.25,0.16
90645,0.00,0.25,0.16
90646,0.00,0.20,0.00
90647,0.00,0.20,0.33
90648,0.00,0.20,0.33
90649,0.00,0.20,0.41
90650,0.00,0.20,0.33
90651,0.00,0.20,0.33
90652,0.00,0.20,0.10
90653,0.00,0.20,0.11
90654,0.00,0.20,0.46
90655,0.00,0.20,0.20
90656,0.00,0.20,0.35
90657,0.00,0.20,0.37
90658,0.00,0.40,0.30
90659,0.00,0.50,0.28
90660,0.00,0.20,0.25
90661,0.00,0.60,0.50
90662,0.00,0.60,0.37
90663,0.00,0.60,0.28
90664,0.00,0.20,0.28
90665,0.00,0.20,0.25
90666,0.00,0.20,0.28
90667,0.00,0.20,0.21
90668,0.00,0.20,0.21
90669,0.00,0.20,0.22
90670,0.00,0.20,0.14
90671,0.00,0.20,0.33
90672,0.00,0.20,0.38
90673,0.00,0.20,0.28
90674,0.00,0.33,0.14
90675,0.00,0.20,0.16
90676,0.00,0.20,0.21
90677,0.00,0.25,0.33
90678,0.00,0.20,0.23
90679,0.00,0.20,0.33
90680,0.00,0.25,0.30
90681,0.00,0.20,0.21
90682,0.00,0.20,0.21
90683,0.00,0.20,0.20
90684,0.00,0.20,0.34
90685,0.00,0.20,0.35
90686,0.00,0.20,0.14
90687,0.00,0.20,0.16
90688,0.00,0.20,0.28
90689,0.00,0.20,0.22
90690,0.00,0.40,0.13
90691,0.00,0.20,0.25
90692,0.00,0.20,0.28
90693,0.00,0.20,0.29
90694,0.00,0.20,0.11
90695,0.00,0.20,0.23
90696,0.00,0.20,0.21
90697,0.00,0.20,0.16
90698,0.00,0.20,0.35
90699,0.00,0.20,0.28
90700,0.00,0.20,0.28
90701,0.00,0.20,0.25
90702,0.00,0.20,0.33
90703,0.00,0.20,0.20
90704,0.00,0.20,0.13
90705,0.00,0.20,0.16
90706,0.00,0.20,0.21
90707,0.00,0.40,0.25
90708,0.00,0.40,0.21
90709,0.00,0.40,0.27
90710,0.00,0.50,0.33
90711,0.00,0.40,0.27
90712,0.00,0.20,0.21
90713,0.00,0.20,0.28
90714,0.00,0.50,0.27
90715,0.00,0.20,0.16
90716,0.00,0.20,0.34
90717,0.00,0.20,0.26
90718,0.00,0.50,0.21
90719,0.00,0.20,0.33
90720,0.00,0.20,0.20
90721,0.00,0.20,0.34
90722,0.00,0.25,0.20
90723,0.00,0.25,0.20
90724,0.00,0.20,0.07
90725,0.00,0.20,0.27
90726,0.00,0.20,0.26
90727,0.00,0.20,0.16
90728,0.00,0.20,0.25
90729,0.00,0.20,0.25
90730,0.00,0.20,0.14
90731,0.00,0.20,0.11
90732,0.00,0.20,0.26
90733,0.00,0.20,0.21
90734,0.00,0.20,0.25
90735,0.00,0.20,0.28
90736,0.00,0.40,0.28
90737,0.00,0.50,0.33
90738,0.00,0.20,0.21
90739,0.00,0.60,0.29
90740,0.00,0.60,0.26
90741,0.34,0.80,0.50
90742,0.00,0.20,0.36
90743,0.00,0.20,0.42
90744,0.00,0.20,0.23
90745,0.00,0.20,0.29
90746,0.00,0.20,0.50
90747,0.00,0.20,0.23
90748,0.00,0.20,0.10
90749,0.00,0.20,0.40
90750,0.00,0.20,0.30
90751,0.00,0.20,0.40
90752,0.00,0.33,0.23
90753,0.00,0.20,0.33
90754,0.00,0.20,0.30
90755,0.00,0.25,0.35
90756,0.00,0.20,0.29
90757,0.00,0.20,0.33
90758,0.00,0.25,0.38
90759,0.00,0.20,0.20
90760,0.00,0.20,0.20
90761,0.00,0.20,0.25
90762,0.00,0.20,0.21
90763,0.00,0.20,0.40
90764,0.00,0.20,0.27
90765,0.00,0.20,0.23
90766,0.00,0.20,0.27
90767,0.00,0.20,0.33
90768,0.00,0.40,0.10
90769,0.00,0.20,0.27
90770,0.00,0.20,0.27
90771,0.00,0.20,0.23
90772,0.00,0.20,0.11
90773,0.00,0.20,0.31
90774,0.00,0.20,0.36
90775,0.00,0.20,0.20
90776,0.00,0.20,0.33
90777,0.00,0.20,0.31
90778,0.00,0.20,0.31
90779,0.00,0.20,0.30
90780,0.00,0.20,0.25
90781,0.00,0.20,0.31
90782,0.00,0.20,0.11
90783,0.00,0.20,0.25
90784,0.00,0.20,0.21
90785,0.00,0.40,0.25
90786,0.00,0.40,0.25
90787,0.00,0.40,0.26
90788,0.00,0.50,0.27
90789,0.00,0.40,0.30
90790,0.00,0.20,0.27
90791,0.00,0.20,0.36
90792,0.00,0.50,0.33
90793,0.00,0.20,0.18
90794,0.00,0.20,0.31
90795,0.00,0.20,0.25
90796,0.00,0.50,0.33
90797,0.00,0.20,0.23
90798,0.00,0.20,0.25
90799,0.00,0.20,0.26
90800,0.00,0.25,0.20
90801,0.00,0.25,0.20
90802,0.00,0.20,0.10
90803,0.00,0.20,0.33
90804,0.00,0.20,0.31
90805,0.00,0.20,0.33
90806,0.00,0.20,0.25
90807,0.00,0.20,0.29
90808,0.00,0.20,0.10
90809,0.00,0.20,0.22
90810,0.00,0.20,0.25
90811,0.00,0.20,0.20
90812,0.00,0.20,0.26
90813,0.00,0.20,0.27
90814,0.00,0.40,0.27
90815,0.00,0.50,0.35
90816,0.00,0.20,0.36
90817,0.00,0.60,0.37
90818,0.00,0.60,0.40
90819,0.19,0.60,0.28
90820,0.00,0.20,0.41
90821,0.00,0.20,0.41
90822,0.00,0.20,0.29
90823,0.00,0.20,0.36
90824,0.00,0.20,0.33
90825,0.00,0.20,0.22
90826,0.00,0.20,0.11
90827,0.00,0.20,0.42
90828,0.00,0.20,0.29
90829,0.00,0.20,0.25
90830,0.00,0.33,0.23
90831,0.00,0.20,0.28
90832,0.00,0.20,0.22
90833,0.00,0.25,0.41
90834,0.00,0.20,0.33
90835,0.00,0.20,0.44
90836,0.00,0.25,0.32
90837,0.00,0.20,0.20
90838,0.00,0.20,0.35
90839,0.00,0.20,0.20
90840,0.00,0.20,0.34
90841,0.00,0.20,0.33
90842,0.00,0.20,0.16
90843,0.00,0.20,0.23
90844,0.00,0.20,0.31
90845,0.00,0.20,0.41
90846,0.00,0.40,0.20
90847,0.00,0.20,0.35
90848,0.00,0.20,0.35
90849,0.00,0.20,0.35
90850,0.00,0.20,0.17
90851,0.00,0.20,0.29
90852,0.00,0.20,0.36
90853,0.00,0.20,0.11
90854,0.00,0.20,0.30
90855,0.00,0.20,0.36
90856,0.00,0.20,0.36
90857,0.00,0.20,0.38
90858,0.00,0.20,0.30
90859,0.00,0.20,0.31
90860,0.00,0.20,0.17
90861,0.00,0.20,0.25
90862,0.00,0.20,0.21
90863,0.00,0.40,0.23
90864,0.00,0.40,0.27
90865,0.00,0.40,0.31
90866,0.00,0.50,0.38
90867,0.00,0.40,0.38
90868,0.00,0.20,0.27
90869,0.00,0.20,0.29
90870,0.00,0.50,0.40
90871,0.00,0.20,0.18
90872,0.00,0.20,0.34
90873,0.00,0.20,0.26
90874,0.00,0.50,0.25
90875,0.00,0.20,0.46
90876,0.00,0.20,0.30
90877,0.00,0.20,0.31
90878,0.00,0.25,0.20
90879,0.00,0.25,0.20
90880,0.00,0.20,0.11
90881,0.00,0.20,0.33
90882,0.00,0.20,0.44
90883,0.00,0.20,0.33
90884,0.00,0.20,0.42
90885,0.00,0.20,0.50
90886,0.00,0.20,0.00
90887,0.00,0.20,0.27
90888,0.00,0.20,0.33
90889,0.00,0.20,0.18
90890,0.00,0.20,0.35
90891,0.00,0.20,0.17
90892,0.00,0.40,0.41
90893,0.00,0.50,0.36
90894,0.00,0.20,0.30
90895,0.00,0.60,0.33
90896,0.00,0.60,0.44
90897,0.00,0.60,0.35
90898,0.00,0.20,0.28
90899,0.00,0.20,0.50
90900,0.00,0.20,0.25
90901,0.00,0.20,0.33
90902,0.00,0.20,0.37
90903,0.00,0.20,0.28
90904,0.00,0.20,0.13
90905,0.00,0.20,0.35
90906,0.00,0.20,0.53
90907,0.00,0.20,0.46
90908,0.00,0.33,0.20
90909,0.00,0.20,0.25
90910,0.00,0.20,0.13
90911,0.00,0.25,0.33
90912,0.00,0.20,0.27
90913,0.00,0.20,0.33
90914,0.00,0.25,0.37
90915,0.00,0.20,0.06
90916,0.00,0.20,0.31
90917,0.00,0.20,0.20
90918,0.00,0.20,0.17
90919,0.00,0.20,0.40
90920,0.00,0.20,0.14
90921,0.00,0.20,0.11
90922,0.00,0.20,0.31
90923,0.00,0.20,0.43
90924,0.00,0.40,0.20
90925,0.00,0.20,0.50
90926,0.00,0.20,0.20
90927,0.00,0.20,0.35
90928,0.00,0.20,0.17
90929,0.00,0.20,0.25
90930,0.00,0.20,0.40
90931,0.00,0.20,0.20
90932,0.00,0.20,0.33
90933,0.00,0.20,0.26
90934,0.00,0.20,0.26
90935,0.00,0.20,0.30
90936,0.00,0.20,0.28
90937,0.00,0.20,0.40
90938,0.00,0.20,0.13
90939,0.00,0.20,0.33
90940,0.00,0.20,0.20
90941,0.00,0.40,0.20
90942,0.00,0.40,0.33
90943,0.00,0.40,0.40
90944,0.00,0.50,0.25
90945,0.00,0.40,0.41
90946,0.00,0.20,0.31
90947,0.00,0.20,0.43
90948,0.00,0.50,0.27
90949,0.00,0.20,0.18
90950,0.00,0.20,0.30
90951,0.00,0.20,0.26
90952,0.00,0.50,0.20
90953,0.00,0.20,0.37
90954,0.00,0.20,0.29
90955,0.00,0.20,0.28
90956,0.00,0.25,0.25
90957,0.00,0.25,0.25
90958,0.00,0.20,0.00
90959,0.00,0.20,0.50
90960,0.00,0.20,0.25
90961,0.00,0.20,0.50
90962,0.00,0.20,0.33
90963,0.00,0.20,0.43
90964,0.00,0.20,0.20
90965,0.00,0.20,0.27
90966,0.00,0.20,0.26
90967,0.00,0.20,0.35
90968,0.00,0.20,0.21
90969,0.00,0.20,0.25
90970,0.00,0.40,0.26
90971,0.00,0.50,0.31
90972,0.00,0.20,0.33
90973,0.00,0.60,0.40
90974,0.00,0.60,0.40
90975,0.00,0.60,0.30
90976,0.00,0.20,0.40
90977,0.00,0.20,0.14
90978,0.00,0.20,0.14
90979,0.00,0.20,0.18
90980,0.00,0.20,0.16
90981,0.00,0.20,0.11
90982,0.00,0.20,0.25
90983,0.00,0.20,0.15
90984,0.00,0.20,0.11
90985,0.00,0.20,0.10
90986,0.00,0.33,0.07
90987,0.00,0.20,0.09
90988,0.00,0.20,0.22
90989,0.00,0.25,0.16
90990,0.00,0.20,0.25
90991,0.00,0.20,0.20
90992,0.00,0.25,0.25
90993,0.00,0.20,0.10
90994,0.00,0.20,0.20
90995,0.00,0.20,0.25
90996,0.00,0.20,0.13
90997,0.00,0.20,0.14
90998,0.00,0.20,0.00
90999,0.00,0.20,0.05
91000,0.00,0.20,0.09
91001,0.00,0.20,0.25
91002,0.00,0.40,0.06
91003,0.00,0.20,0.16
91004,0.00,0.20,0.10
91005,0.00,0.20,0.23
91006,0.00,0.20,0.00
91007,0.00,0.20,0.11
91008,0.00,0.20,0.25
91009,0.00,0.20,0.20
91010,0.00,0.20,0.33
91011,0.00,0.20,0.12
91012,0.00,0.20,0.12
91013,0.00,0.20,0.14
91014,0.00,0.20,0.10
91015,0.00,0.20,0.10
91016,0.00,0.20,0.05
91017,0.00,0.20,0.25
91018,0.00,0.20,0.25
91019,0.00,0.40,0.25
91020,0.00,0.40,0.20
91021,0.00,0.40,0.25
91022,0.00,0.50,0.11
91023,0.00,0.40,0.16
91024,0.00,0.20,0.09
91025,0.00,0.20,0.20
91026,0.00,0.50,0.18
91027,0.00,0.20,0.11
91028,0.00,0.20,0.13
91029,0.00,0.20,0.07
91030,0.00,0.50,0.20
91031,0.00,0.20,0.28
91032,0.00,0.20,0.25
91033,0.00,0.20,0.25
91034,0.00,0.25,0.13
91035,0.00,0.25,0.13
91036,0.00,0.20,0.33
91037,0.00,0.20,0.06
91038,0.00,0.20,0.20
91039,0.00,0.20,0.12
91040,0.00,0.20,0.20
91041,0.00,0.20,0.28
91042,0.00,0.20,0.10
91043,0.00,0.20,0.16
91044,0.00,0.20,0.25
91045,0.00,0.20,0.10
91046,0.00,0.20,0.13
91047,0.00,0.20,0.14
91048,0.00,0.40,0.20
91049,0.00,0.50,0.14
91050,0.00,0.20,0.28
91051,0.00,0.60,0.11
91052,0.33,0.60,0.20
91053,0.42,0.60,0.16
91054,0.00,0.25,0.28
91055,0.00,0.25,0.30
91056,0.00,0.25,0.27
91057,0.00,0.25,0.23
91058,0.00,0.25,0.31
91059,0.00,0.25,0.22
91060,0.00,0.25,0.18
91061,0.00,0.25,0.38
91062,0.00,0.25,0.50
91063,0.00,0.25,0.28
91064,0.00,0.33,0.26
91065,0.00,0.25,0.20
91066,0.00,0.25,0.18
91067,0.00,0.25,0.30
91068,0.00,0.25,0.30
91069,0.00,0.25,0.30
91070,0.00,0.25,0.35
91071,0.00,0.25,0.27
91072,0.00,0.25,0.28
91073,0.00,0.25,0.25
91074,0.00,0.25,0.21
91075,0.00,0.25,0.31
91076,0.00,0.25,0.22
91077,0.00,0.25,0.18
91078,0.00,0.25,0.27
91079,0.00,0.25,0.44
91080,0.00,0.50,0.13
91081,0.00,0.25,0.25
91082,0.00,0.25,0.26
91083,0.00,0.25,0.28
91084,0.00,0.25,0.11
91085,0.00,0.25,0.25
91086,0.00,0.25,0.50
91087,0.00,0.25,0.20
91088,0.00,0.25,0.33
91089,0.00,0.25,0.23
91090,0.00,0.25,0.23
91091,0.00,0.25,0.29
